review,aspect_category,sentiment
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,FOOD#QUALITY,negative
Priced at upper intermediate range.,RESTAURANT#PRICES,negative
I really liked this place.,RESTAURANT#GENERAL,positive
"Everything I had was good, and I'm a eater.",FOOD#QUALITY,positive
It was pretty inexpensive too.,RESTAURANT#PRICES,positive
This place has the best Chinese style BBQ ribs in the city.,FOOD#QUALITY,positive
This place has the best Chinese style BBQ ribs in the city.,FOOD#STYLE_OPTIONS,positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY,positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY,positive
It's great to go for a quick lunch either alone or with a friend.,RESTAURANT#MISCELLANEOUS,positive
It's definately not a place to go if you want to impress someone.,RESTAURANT#MISCELLANEOUS,negative
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#QUALITY,positive
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",AMBIENCE#GENERAL,neutral
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#PRICES,positive
Quick and friendly service.,SERVICE#GENERAL,positive
This is one of the best comfort food places in the city.,RESTAURANT#GENERAL,positive
It's somewhere you can eat and be happy.,RESTAURANT#GENERAL,positive
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",,
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,positive
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,positive
"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#QUALITY,positive
"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#STYLE_OPTIONS,positive
"The food is wonderful, tasty and filling, and the service is professional and friendly.",SERVICE#GENERAL,positive
"I can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE#GENERAL,positive
Ahhh...,,
I recently tried Suan and I thought that it was great.,RESTAURANT#GENERAL,positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD#STYLE_OPTIONS,positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,RESTAURANT#GENERAL,positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD#PRICES,positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,SERVICE#GENERAL,positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,FOOD#QUALITY,positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,FOOD#QUALITY,positive
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,RESTAURANT#GENERAL,positive
They all know you.,SERVICE#GENERAL,positive
Good food.,FOOD#QUALITY,positive
Good drink.,DRINKS#QUALITY,positive
How do you rate home?,RESTAURANT#MISCELLANEOUS,positive
I have never had cheescake like this.,FOOD#QUALITY,positive
I thought I had died and gone to heaven.,FOOD#QUALITY,positive
"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT#GENERAL,positive
"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT#MISCELLANEOUS,positive
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE#GENERAL,positive
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE#GENERAL,positive
The food is great and they have a good selecion of wines at reasonable prices.,FOOD#QUALITY,positive
The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#STYLE_OPTIONS,positive
The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#PRICES,positive
Have been several times and it never dissapoints.,RESTAURANT#GENERAL,positive
"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",,
We were less than impressed.,RESTAURANT#GENERAL,negative
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE#GENERAL,positive
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE#GENERAL,positive
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",FOOD#QUALITY,negative
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",SERVICE#GENERAL,negative
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#QUALITY,negative
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#STYLE_OPTIONS,negative
Probably would not go again...,RESTAURANT#GENERAL,negative
"i've been to sapphire twice and both times the food was fine, if not good.",FOOD#QUALITY,positive
"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,positive
"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,positive
"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,positive
i don't usually order wine with indian so i can't comment on their wine list or their wines.,,
instead ordered an ice cold beer which to me works with indian.,,
"service is friendly, and never had a problem walking in and getting a table.",SERVICE#GENERAL,positive
"service is friendly, and never had a problem walking in and getting a table.",RESTAURANT#MISCELLANEOUS,positive
i would recommend reservations on weekends though.,,
skip dessert.,FOOD#QUALITY,negative
Best Reuben sandwich ever!,FOOD#QUALITY,positive
A classic!,FOOD#QUALITY,positive
Don't miss Bloom's on your next trip to Manhatten.,RESTAURANT#GENERAL,positive
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",RESTAURANT#MISCELLANEOUS,positive
Thanks Bloom's for a lovely trip.,RESTAURANT#GENERAL,positive
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,
"The food was not fresh, the sauces were bland and very oily.",FOOD#QUALITY,negative
"The food was not fresh, the sauces were bland and very oily.",FOOD#QUALITY,negative
It just wasn't Thai.,FOOD#QUALITY,negative
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,,
Was surprisingly disappointed.,FOOD#QUALITY,negative
Pizza was a little soggy.,FOOD#QUALITY,negative
Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD#QUALITY,positive
Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD#PRICES,negative
Not enough wines by the glass either.,DRINKS#STYLE_OPTIONS,negative
"Service, however, was excellent...and I liked the setting/atmosphere a lot.",SERVICE#GENERAL,positive
"Service, however, was excellent...and I liked the setting/atmosphere a lot.",AMBIENCE#GENERAL,positive
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD#QUALITY,neutral
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD#PRICES,negative
This place is a great bargain.,RESTAURANT#PRICES,positive
Authentic Pakistani food.,FOOD#QUALITY,positive
People are always friendly.,SERVICE#GENERAL,positive
Don't waste money on decor.,AMBIENCE#GENERAL,neutral
"Just straight up cheap, good food.",FOOD#QUALITY,positive
"Just straight up cheap, good food.",FOOD#PRICES,positive
Faan is sooo good.,RESTAURANT#GENERAL,positive
The best pad thai i've ever had.,FOOD#QUALITY,positive
The design and atmosphere is just as good.,AMBIENCE#GENERAL,positive
The design and atmosphere is just as good.,AMBIENCE#GENERAL,positive
bottles of wine are cheap and good.,DRINKS#PRICES,positive
bottles of wine are cheap and good.,DRINKS#QUALITY,positive
What more could you want?,RESTAURANT#GENERAL,positive
The food was actually aweful.,FOOD#QUALITY,negative
I'm not picky - but it was actually gross.,FOOD#QUALITY,negative
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative
"Nice atmosphere, the service was very pleasant and the desert was good.",AMBIENCE#GENERAL,positive
"Nice atmosphere, the service was very pleasant and the desert was good.",SERVICE#GENERAL,positive
"Nice atmosphere, the service was very pleasant and the desert was good.",FOOD#QUALITY,positive
Wouldn't recomend it for dinner!,RESTAURANT#GENERAL,negative
This is the perfect date spot for Williamsburg couples.,RESTAURANT#MISCELLANEOUS,positive
The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE#GENERAL,positive
"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#QUALITY,positive
"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#STYLE_OPTIONS,positive
"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#QUALITY,positive
"Best of all is the warm vibe, the owner is super friendly and service is fast.",AMBIENCE#GENERAL,positive
"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE#GENERAL,positive
"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE#GENERAL,positive
"If only they delivered, they'd make a mint!",RESTAURANT#MISCELLANEOUS,neutral
go here for the drinks!,DRINKS#QUALITY,positive
esp. during happy hour!,,
enough said!,,
the drinks are amazing and half off till 8pm.,DRINKS#QUALITY,positive
the drinks are amazing and half off till 8pm.,DRINKS#PRICES,positive
"Ask for Usha, the nicest bartender in manhattan.",SERVICE#GENERAL,positive
My fav was the sassy lassi...,DRINKS#QUALITY,positive
This is an amazing place to try some roti rolls.,FOOD#QUALITY,positive
I really recommend the very simple Unda (Egg) rolls.,FOOD#QUALITY,positive
"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive
"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive
"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive
"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive
Amazing!,FOOD#QUALITY,positive
"Toons has recently been redone, so it's now a very attractive space.",AMBIENCE#GENERAL,positive
The food's as good as ever.,FOOD#QUALITY,positive
"In an area sadly lacking in decent Thai food, this is one of the best spots.",FOOD#QUALITY,positive
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",AMBIENCE#GENERAL,positive
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",SERVICE#GENERAL,positive
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",FOOD#QUALITY,positive
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",FOOD#STYLE_OPTIONS,positive
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",,
Can't wait to go back.,RESTAURANT#GENERAL,positive
Best drumsticks over rice and sour spicy soup in town!,FOOD#QUALITY,positive
Best drumsticks over rice and sour spicy soup in town!,FOOD#QUALITY,positive
Beef noodle soup is good as well.,FOOD#QUALITY,positive
The service is good and the resturant is clean.,SERVICE#GENERAL,positive
The service is good and the resturant is clean.,AMBIENCE#GENERAL,positive
Best Taiwanese food in NY!,FOOD#QUALITY,positive
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,RESTAURANT#GENERAL,positive
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",RESTAURANT#GENERAL,positive
Rao's has the best service and atmosphere in NYC.,SERVICE#GENERAL,positive
Rao's has the best service and atmosphere in NYC.,AMBIENCE#GENERAL,positive
Good luck getting a table.,RESTAURANT#MISCELLANEOUS,neutral
My roommate and I LOVE this place.,RESTAURANT#GENERAL,positive
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE#GENERAL,positive
Indoor was very cozy and cute.,AMBIENCE#GENERAL,positive
"The portion sizes here are huge, and the sushi is good.",FOOD#STYLE_OPTIONS,positive
"The portion sizes here are huge, and the sushi is good.",FOOD#QUALITY,positive
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",,
Staff is very accomodating.,SERVICE#GENERAL,positive
"Excellent dumplings served amid clean, chic decor.",FOOD#QUALITY,positive
"Excellent dumplings served amid clean, chic decor.",AMBIENCE#GENERAL,positive
"I got the $10 10-piece dim sum combo, every bite of which was great.",FOOD#QUALITY,positive
But $1 for each small piece???,FOOD#PRICES,negative
Not worth it.,FOOD#PRICES,negative
I won't go back unless someone else is footing the bill.,RESTAURANT#GENERAL,negative
I won't go back unless someone else is footing the bill.,RESTAURANT#PRICES,negative
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,,
The decor is very simple but comfortable.,AMBIENCE#GENERAL,positive
The food was delicious but do not come here on a empty stomach.,FOOD#QUALITY,positive
The food was delicious but do not come here on a empty stomach.,FOOD#STYLE_OPTIONS,negative
The portions are small but being that the food was so good makes up for that.,FOOD#STYLE_OPTIONS,negative
The portions are small but being that the food was so good makes up for that.,FOOD#QUALITY,positive
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD#QUALITY,positive
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD#QUALITY,positive
The staff there is very attentive and down to earth.,SERVICE#GENERAL,positive
I loved it and would go again.,RESTAURANT#GENERAL,positive
Great Indian food and the service is incredible.,FOOD#QUALITY,positive
Great Indian food and the service is incredible.,SERVICE#GENERAL,positive
The owner truly caters to all your needs.,SERVICE#GENERAL,positive
"When family came in he gave them apps to test their palets, and then ordered for them.",SERVICE#GENERAL,positive
Everyone was more then happy with his choices.,SERVICE#GENERAL,positive
Great food and the prices are very reasonable.,FOOD#QUALITY,positive
Great food and the prices are very reasonable.,RESTAURANT#PRICES,positive
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",,
The food here does a great service to the name (Cantonese that is...).,FOOD#QUALITY,positive
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,FOOD#QUALITY,positive
This dish is my favorite and I always get it when I go there and never get tired of it.,FOOD#QUALITY,positive
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD#QUALITY,positive
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD#QUALITY,positive
Simply some good tasting Chinese food at incredible prices...,FOOD#QUALITY,positive
Simply some good tasting Chinese food at incredible prices...,FOOD#PRICES,positive
Service is not what you are coming here for...,SERVICE#GENERAL,negative
Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,,
Big Wong is a great place to eat and fill your stomach.,RESTAURANT#GENERAL,positive
this place... we stumbled upon it on labor day weekend.,,
"whoever the jazz duo was, they were on POINT.",AMBIENCE#GENERAL,positive
"good music, great food, speedy service affordable prices.",AMBIENCE#GENERAL,positive
"good music, great food, speedy service affordable prices.",FOOD#QUALITY,positive
"good music, great food, speedy service affordable prices.",SERVICE#GENERAL,positive
"good music, great food, speedy service affordable prices.",RESTAURANT#PRICES,positive
even the wine by the glass was good.,DRINKS#QUALITY,positive
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",LOCATION#GENERAL,neutral
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",RESTAURANT#GENERAL,positive
Consistently good Japanese Tapas.,FOOD#QUALITY,positive
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",,
Always good drinks and service is pretty good;,DRINKS#QUALITY,positive
Always good drinks and service is pretty good;,SERVICE#GENERAL,positive
Atmosphere is nice and relaxed too...,AMBIENCE#GENERAL,positive
A great place to meet up for some food and drinks...,RESTAURANT#MISCELLANEOUS,positive
Yakitori (bbq meats) is tasty too.,FOOD#QUALITY,positive
"It's also attached to Angel's Share, which is a cool, more romantic bar...",,
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,,
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",FOOD#QUALITY,negative
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",SERVICE#GENERAL,negative
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",RESTAURANT#MISCELLANEOUS,negative
Price and quality of fish alone will keep us from making a return visit.,FOOD#PRICES,negative
Price and quality of fish alone will keep us from making a return visit.,FOOD#QUALITY,negative
Price and quality of fish alone will keep us from making a return visit.,RESTAURANT#GENERAL,negative
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,FOOD#QUALITY,negative
No thanks!!!,RESTAURANT#GENERAL,negative
"This place, which is only a few months old, is perhaps Queens' biggest secret!",RESTAURANT#GENERAL,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",AMBIENCE#GENERAL,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",FOOD#QUALITY,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",FOOD#PRICES,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",SERVICE#GENERAL,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",AMBIENCE#GENERAL,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",LOCATION#GENERAL,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",RESTAURANT#PRICES,positive
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,SERVICE#GENERAL,negative
We were then shooed inside.,SERVICE#GENERAL,negative
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",SERVICE#GENERAL,negative
"We left, never to return.",RESTAURANT#GENERAL,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",FOOD#PRICES,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,SERVICE#GENERAL,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,FOOD#PRICES,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,FOOD#QUALITY,negative
If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,,
"Great bagels, spreads and a good place to hang out in.",,
You fellas above says its the best Taiwanese restaurant in town.,,
However it is the ONLY Taiwanese restaurant in town.,,
The food is okay and the prices here are mediocre.,FOOD#QUALITY,neutral
The food is okay and the prices here are mediocre.,RESTAURANT#PRICES,neutral
You can't say its cheap because food is cheaper in Chinatown.,,
"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",,
Baluchi's has solid food and a nice decor at reasonable prices.,FOOD#QUALITY,positive
Baluchi's has solid food and a nice decor at reasonable prices.,AMBIENCE#GENERAL,positive
Baluchi's has solid food and a nice decor at reasonable prices.,RESTAURANT#PRICES,positive
The only problem is that the manager is a complete incompetent.,SERVICE#GENERAL,negative
He offers subpar service and has no personality.,SERVICE#GENERAL,negative
"In fact, it appears he is going to go postal at any moment.",SERVICE#GENERAL,negative
Skip this location and go to the one in Soho.,,
There is no excuse for such lousy service!,SERVICE#GENERAL,negative
I have never before eaten 40 pieces of relatively good nigiri.,FOOD#QUALITY,neutral
Stuffing yourself with Japanese food is a rare thing.,,
You can do it here.,FOOD#STYLE_OPTIONS,positive
$20 for all you can eat sushi cannot be beaten.,FOOD#PRICES,positive
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",RESTAURANT#GENERAL,positive
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",,
"Most of the servers are very attentive, friendly and quite attractive.",SERVICE#GENERAL,positive
"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",,
"The vibe is very relaxed and cozy, service was great and the food was excellent!",AMBIENCE#GENERAL,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",SERVICE#GENERAL,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",FOOD#QUALITY,positive
Me and my girls will definitely go back.,RESTAURANT#GENERAL,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,FOOD#QUALITY,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,LOCATION#GENERAL,positive
I would highly recommand requesting a table by the window.,LOCATION#GENERAL,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,SERVICE#GENERAL,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,AMBIENCE#GENERAL,positive
"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",,
The food is great.,FOOD#QUALITY,positive
Personal pans are the perfect size for those hungry nights.,FOOD#STYLE_OPTIONS,positive
I heartily recommend.,RESTAURANT#GENERAL,positive
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,SERVICE#GENERAL,negative
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,SERVICE#GENERAL,negative
"Hey, I think $2+ for a 5 block walk ain't bad.",,
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",AMBIENCE#GENERAL,positive
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",AMBIENCE#GENERAL,positive
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",LOCATION#GENERAL,positive
The pizza was pretty good and huge.,FOOD#QUALITY,positive
The pizza was pretty good and huge.,FOOD#STYLE_OPTIONS,positive
The price very reasonable.,RESTAURANT#PRICES,positive
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,FOOD#STYLE_OPTIONS,positive
We got most of it back at home with us.,,
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,FOOD#QUALITY,negative
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",FOOD#QUALITY,negative
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",FOOD#STYLE_OPTIONS,negative
"No, really.",,
I have eaten a lot of pizza here.,,
"La Rosa waltzes in, and I think they are doing it the best.",FOOD#QUALITY,positive
"Interesting selection, good wines, service fine, fun decor.",DRINKS#QUALITY,positive
"Interesting selection, good wines, service fine, fun decor.",SERVICE#GENERAL,positive
"Interesting selection, good wines, service fine, fun decor.",AMBIENCE#GENERAL,positive
"Interesting selection, good wines, service fine, fun decor.",FOOD#STYLE_OPTIONS,positive
I have been twice to this restaurant.,,
I love it.,RESTAURANT#GENERAL,positive
I plan on stopping by next week as well.,RESTAURANT#GENERAL,positive
"I found it on a cold night, the perfect spot to warm up.",RESTAURANT#MISCELLANEOUS,positive
I recieved prompt service with a smile.,SERVICE#GENERAL,positive
"To me it exemplifies Soho, cute, artsy, interesting.",AMBIENCE#GENERAL,positive
Definately check it out!!!,RESTAURANT#GENERAL,positive
This place blew me away...by far my new favorite restaurant on the uppereast side.,RESTAURANT#GENERAL,positive
The wine list is extensive and impressive.,DRINKS#STYLE_OPTIONS,positive
LOVE the atmosphere - felt like I was in Paris.,AMBIENCE#GENERAL,positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,FOOD#QUALITY,positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,FOOD#QUALITY,positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,RESTAURANT#GENERAL,positive
I just read Mocaramel's review and felt compelled to respond.,,
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,SERVICE#GENERAL,positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,SERVICE#GENERAL,positive
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",SERVICE#GENERAL,positive
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",SERVICE#GENERAL,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",AMBIENCE#GENERAL,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",AMBIENCE#GENERAL,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",FOOD#QUALITY,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",FOOD#QUALITY,positive
I lOVE THIS PLACE!,RESTAURANT#GENERAL,positive
Keep up the good work guys!,RESTAURANT#GENERAL,positive
My girlfiends and I ate at O.G. again last night.,,
I have to say I have never had a disapointing meal here.,FOOD#QUALITY,positive
We could have made a meal of the yummy dumplings from the dumpling menu.,FOOD#QUALITY,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",FOOD#QUALITY,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",FOOD#QUALITY,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",FOOD#QUALITY,positive
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,,
