ReviewTitle,ReviewBody,ReviewStar,Product
"Not value for money
","Didnt fit my expectations,sound quality is good but battery backup is pathetic never lasted more than half an hour on 100 % charge,moreover the range too isnt good.doesnt work for running as the fitting isnt great .packaging too was pathetic it had dust inside the package.Stopped working within two weeks,wareanty isnt smooth too,jun 14 se complaint daali hai no response.wasted my money
",1,boAt Rockerz 255
"The best earphones yet !
","Above expectation, excellent sound quality and the battery life is just incredible, one charge easily lasts you around mote than 5 days with normal uses (only music while traveling) and 6-8 hrs in one go if you using it continuously. The durability is nice and the magnetic feature really comes handy when not in use. Light weight very negligible weight and not noticeable when around neck, but sometimes this may result of loosing it and not suitable for bike ride (if riding at high speed).
",5,boAt Rockerz 255
"Good built quality as well as sound
","I like the product but some how when i open the parcel its box seal is broken. May be some one return the package and they gave me that broken seal package that i dont like, Thats is why i am giving 3 star otherwise product is good.
",3,boAt Rockerz 255
"Please dont buy!!!!!
","Please don't buy this product. Only after using for 1 month earphones had stopped working and got it replaced within 15 days time. Now again I'm facing same issue with the replaced one.Had bought this earphones for jogging especially for jogging purpose however the keys don't work and I'm not sure of these are even sweat proof. Purchased in the month of March'19 now facing a lot of issues as to charging, battery life, Bluetooth connectivity, ear placement.
",1,boAt Rockerz 255
"Basically garbage
","I'm not happy that boat made these sub par headphones. They sound quality feels tinny. And the build quality was bad. The rubber casing came loose on one end after a month of use and i use it with the wire dangling out of the casing now. Not happy with this purchase. Then again, they didnt cost too much.
",3,boAt Rockerz 255
"Just amazing audio quality
","The audio quality is just amazing!! Powerful bass and crystal clear audio. I haven't tested the battery's capacity though....but it took me around 1 hour to bring down the battery from 100% to about 85% at 70% of volume. So it seems the battery can easily last for 5 hours. Overall, it is an amazing earphone at this price range with excellent audio quality and noise cancellation.
",5,boAt Rockerz 255
"Conquers the competition...
","Build: Well designed, lightweight and comfortable. The wires are good and not flimsy, wearing comfort is well maintained, better than Mi bluetooth earphones( the main competitor of boAt in the 1499 price category).Comfort: As mentioned above, these earphones are really comfortable, fits in the ear with no chance of slipping out (unless you're trying desperately and internationally). They're lightweight, so no hazard on that department. Perfect for long hours of music playback.Sound: The most important aspect of an earphone is the sound clarity, and boAt surely doesn't disappoint here as well. A bit base heavy but the sound is clear, crisp and loud. Good noise cancellation also helps to isolate the music playback. Although, judging from a pure audiophile's point of view, the Mi bluetooth earphones might have a more balanced sound signature, but boAt, being a bit base heavy, is just awesome for hip-hops or Bollywood genres. A music player with a good equalizer (preferably Poweramp for android) is going to elevate the listening experience even more.Battery: A single charge gives about 6-7 hours of music playback, which is decent enough, and full charge takes roughly about 1-1.5 hours.Verdict: In a nutshell, boAt Rockerz 255 is worth the price tag and then some. With it's better build quality, comfort, bluetooth range, it packs more punch than it's competition. For the extreme purists, the sound signature might be a bit turn off, but for most people, even for people with good ears, this is going be a great experience.
",5,boAt Rockerz 255
"Just ok product. Otherthan bass quality nothing great about
"," Bass is extremely good. No doubt. mic clarity is very poor, especially during outside. Mic noise cancelation is not effective. Ear buds are comfort enough and completely conceals the ears so during driving you should use only one side, otherwise you cannot hear the other vehicles horns etc., After usage for some long time of 1hr or so it pains in the ears. Battery back up is 4 to 5hrs hardly. Please be careful that once battery charge comes down to 20%, it switches off...bluetooth connectivity range is very short.
",3,boAt Rockerz 255
"Great one.. Go for it
","Its my 3rd boat product.. Havng 225 and 235....And lovng boat.. Great productsIt is really a nice product.. I bought it for 999 and its a great deal..Pros:Great bassBattery backup nice.. About 6-8 hrConnectivity okMultiple device can be connectedOnly one  problem i want to mention is for playing pubg it is not the right one.. .. There is a 1 sec delay for the sound.. Thats a problem.. But it is not a big problem we can adjztBut overall at this price its a great deal.. Go for it
",5,boAt Rockerz 255
"more treble  less bass
","i am  using this product from  last  2  month  and  i will telll you  about its  pros  and cons💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛Pros:1. Flexible2. Less in weight3. Battery backup is  good  about  6 - 7  hrs  listen  in 60-80% volume4. Build  quality  is  also  good and  also  used during exercise5.  Ear bud  support  which is very goood i think..💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛cons :1. Battery backup reduced to 3 -4  hrs  when used in full volume2. Sound quality is not that  good  treble  is more and  bass is less u cna feel that in high volume
",4,boAt Rockerz 255
"Good product and quality check process need to improve.
","Purchased 2 quantity from Amazon. Product is very good in terms of technical specs and audio playback. Quality issues with the ear buds. Both the ear buds installed is for the right ear. So it is very difficult to fix the same on the left ear. Hope  this kind of issues will be taken care by BOAT's factory assembly line quality control team.
",4,boAt Rockerz 255
"Honest Review - Average Headset
","Hi,This is a average quality headset. But in this price range I would say it is a good buy for sure.Pros:1. Very good battery backup. Last 6-7 hours on a average use.2. Build quality is good. Fit perfectly to the ears.3. Connects two device at a time. Connects easily.4. Less charging time.5. Very comfortable to wear.Cons:1. Sound quality is average. Don't expect much. You have to use equaliser otherwise no use.2. Call quality is not good. It could be better3. Connectivity issue if your mobile device is far from your headaet, even while your mobile device in pocket, sometime you will observe connectivity issue.Verdict- Well if you are a great music lover and if you are looking for a headset which has great sound quality than this is not a ideal device for you. However, if you want to use this device casually on a day to day basis like join meetings or gym etc than this a most value for money deviceThanks,Sourav
",3,boAt Rockerz 255
"Disappointed
","Damaged Product and Packaging.Though this item was packed in another bigger carton box with air bubble cushioning and few other items, this particular item was damaged and the deal was open already.Thought, at least the product should do well, but the product failed to take charge and power up, which clearly indicated the product was a formerly returned item due to malfunction. Rather going to manufacturer warranty and repair/retirement this got resold.I've had many ear phones from BoAt and really love this brand (in the wireless category) alternating to House of Marley (in the wired category). But this one was shear disappointment.
",1,boAt Rockerz 255
"Not satisfied with the product
","Sound Qualitywhomever used boat 225 in-ears headphones can understand better. If you have both 225 nd rockerz 255, you can compare the sound quality at the high volume and the clarity of songs. 225 was far better in that..And the guidelines are there only for how to switch on the Bluetooth and not clear for how to switch it off.DistanceIt was surely dislike for any one, if your mobile was in the next room then it was disconnecting again.ChargingDraining fast for continues usage, need to charge it more times. And it was not showing clearly indication of charging bar in mobile. Showing it rarely.Light IndicationIt was not clear at all. It is showing a mixed colours.MicWithout holding it you can't talk properly. It was a dear distance to use.And if you continuously keep them in ears it will be paining.Please never don't buy it from Appario seller. Better to buy from another seller. Even we can't return the product for lifetime..
",2,boAt Rockerz 255
"Price justified with some minor glitches
","The headphones are justified for the price that they are available. I am using these since 15 days now and haven't noticed any major drawback, except that the Bluetooth keeps disconnecting if you are using it while on bike. Some modulations are noticed then. Also, after connecting to a laptop if tried  to connect to the cellphone it does not auto connect. Otherwise and sound quality is good for a normal usage. Battery life is also decent around 4-5 hours of constant use.
",3,boAt Rockerz 255
"Nice earphones
","PROSmaterial quality is GOOD.sound quality is great.Durable Enough.earpieces are good. Earpieces Fit properly in ears.The microphone works fine.Bluetooth connectivity is Good. Connects with both PC and MOBILE very easily.Voice Acknowledgements are great in this Earphone. ( for  switch ON,  Switch OFF  &  Connectivity)There is a small light Indicator on the Earphone that works fine.We can charge the Earphone through adaptor or USB.CONSAs it is a Bluetooth Earphone, therefore, it works great within a certain range. Try not to go too far from your Device(Mobile  or PC )While Commuting If the volume is too high, The earphone cancels all the noise around us. This can be dangerous.Overall this product is great  . Whether you are using it for Voice or Video calls or listening to music (soft or high bass) or listening to any video lecture.
",5,boAt Rockerz 255
"Disappointed
","Been 2 months since I bought it. The left side stopped working gradually and now the volume has became so low..Guess it’s better to opt for better branded products at similar price!There is literally no service centre in Bangalore for this product. Travelled like 13 kms to a place which looks more then a residential home then a service centre.. and only be told to register online as services are only done in Mumbai. Better not buy from Bangalore for convenience sake. 🙄
",3,boAt Rockerz 255
"Read this before buying
","I read most of the review's before buying this earphones and i ended up buying this amazing boat rockerzz, the sound clearity is okayish but oh man, the bass, it's amazing and the connectivity is brilliant, i walk from one room to another without taking my phone and it works flawlessly Without any glitch.The problem in most of the bluetooth earphone is you have to press and hold the power button for almost 3 second to turn it on and the same for turning it off or shuffling between songs which is annoying.Wire postioning is good but it can be better.The battery almost lasts for about 3 days if you use it fot 2 to 3 hours a day and the ear hooks are excellent for outdoor activities with this earphone.After all with my personal experience i can tell everyone that you can but this phone bluetooth earphone if you want good sound clearity, amazing bass, a decent battery life, and comfortable to use.
",4,boAt Rockerz 255
"Realistic Review of these Earphones.
","To those who doesn't get to know the realistic review about this product.I've been using it for 2 days and understood the sound quality. And i F-u-kin love these earphones.Noise Cancellation is very good. You can't hear noises until you try to hear them.Comfortability. You can't listen for a longer period of time. It will start paining after 20 mins. These were not comfortable until i removed the wings. And i had some old eartips which i am using right now. These are more comfortable to me. And now i can listen to 4 hours straight without paining.Battery life is excellent. Used for 2 days and battery percentage dropped from 100 to 40%.Now the Sound Quality.Mids are average. Won't miss any sound.Highs (treble or vocals) is not up to the mark. BUT, If you adjust the equaliser settings then you can make it sounds so amazing.Lows (bass) is SO POWERFUL. Rockerz 255 was only made for the bass lovers i guess. Their only focus was on the bass. These earphones have extra bass.(i am saying this so many times because it literally has so much bass)The people who are saying that it would have been better if it had more bass are stupid as fun.I have used some high and mid end earphones like Sony Mdr xb55 with extra bass, Jbl T110 and Oneplus Bullets.At first when i heard, i thought i made a mistake by purchasing these Earphones but when i equalised it. I made it sounds like some high end earphones. And i am very happy with the purchase now.You will only like this if you didn't have an high end earphones. But if you have never heard an high end earphones and wants some eargasm then i must say that you should go with the product. You'll be happy with the purchase and dont forget to equalise.
",5,boAt Rockerz 255
"Good headphone in this range but sound quality not up to mark
","I have got this for rs.1419/- and for this range for the wireless headphone it is a good deal, sound is ok and comfortable to use, it did not fall from ear, as there is some locking type of thing, which holds the earpiece in it's place, nice product. It may feel this way because i used to airpod from apple.
",3,boAt Rockerz 255
"A good buy.. Good quality prouct
","I have been using this product since early feb and it still works like a peach. The sound quality is brilliant. Never experienced a break in the Bluetooth sync. No sound delay while watching videos and the battery life is excellent too.. I just have one complaint, well actually its faced by the people who i talk to over the phone. Whenever I use this product to talk over the phone, they always complain about too much background disturbance. It does not cancel out the background sound of others talking around you. Rather their voices gets amplified and I have to immediately stop using it. I validated this by being on the receiving end and the complains definitely is genuine. I think this is the only issue which restricts it from being the ultimate product.
",4,boAt Rockerz 255
"Value for money
","after using it for 4 weeks it has stopped working very disappointed. After service of this product is also horrible i will defiantly not recommend this product horrible horrible experience all the money gone into waste:(never recommending your company to any one you guys are worst for sure
",1,boAt Rockerz 255
"Value for money!! Good for bass lovers!
","Pros: 1.light weight, 2.fast pairing for BT, 3.Comfortable fit,4.Thundering bass!! Good for bass lovers.5.Google assistant works perfectly.Cons: 1.No vibration for call alert,hence can miss a call if phone is away.2. Due to extreme Bass, sometimes vocals and fine instrument sounds get masked.3. At full volumes, bass is very loud which if listened for long time can cause ear and headache.But there is a solution to the problem, you can install '' Black player'', which has tones of equaliser settings.So recommend people to use it and obviously go for boat rockerz 255, as it is value for money product!!! 😃
",4,boAt Rockerz 255
"Bang for the buck but richness in bass is compromised.
","I have both boat wired headsets and sound magic. Both of them have rich bass. I love them totally & am using from past few years.This wireless in-ear headsets doesn't have the richness in bass. May be the quality is compromised somewhere between the wired & wireless.Except for this one drawback, this product is bang for the bucks you pay. It's lightweight, comfortable, long playtime and the offer price of 999 is excellent.If you're okay with decent bass, this is for you.Apparao retail seller is doing a great job regarding offers & return requests.
",4,boAt Rockerz 255
"Awesome product, Love With Boat Rockerz 255
","It is an awesome, I really like it cause the sound quality. And the most important thing is that it won't trouble your ears if you wear it for a long as I tried most of the headphones, wireless Bluetooths most of them troubles me a lot if I put them into or on my ears for a long like 1 to 2 hrs. But this one is really awesome, the bass is superb, it won't fall down from your ears while running... Amazing product. Boat rocker 255 is really rocking as the name..... If I want to rate it so definitely it will be 5/5
",5,boAt Rockerz 255
"Definitely not for sports activity.
","In terms of sound quality, it is good. But this earphone is not for sports activity. The cable is quite heavy which will not let the earphone stick to your ear on heavy physical movement.Range is not even 5 meters. As soon as you cross thredistance you start getting interruption.Bluetooth quality is way poor that when you are walking listening music and have put your phone on your pocket, you start getting interruption.Wire is way to long. Around 2-3 inches extra, which looks weird if you are not putting it on and just kept it on neck. I have given the image. I am 5.4. The earphone is hanging 5 inches below my chest.Overall, bearable for walking, but definitely not good if you want to buy this for jogging or exercise.
",2,boAt Rockerz 255
"Recommend in Bluetooth headphones
","The product is amazing when it comes to sound quality and the material used in the making.It works decently at it's low pricing but the pannel of buttons on the headphones have stopped responding which as caused the Mic to not work as well.But still the songs play well with any issues.....
",5,boAt Rockerz 255
"Zero noise cancellation and Connectivity issues
","After 15 days of research I ordered this product. I got the neon one. The band is flexible and lightweight. I mostly use this while I go for cycling, on the first day, I just kept my mobile in the front basket of the cycle I was not able to hear any sound from the earphone. Later I moved my phone somewhat near to me then I'm able to hear songs. This is the first thing which I didn't like. Second thing was there is no noise cancellation, very poor noise cancellation. People on the other end of the call are able to hear everything from the background. They are not able to hear my voice properly, background noise was so clear that they disconnected my call telling that they're getting headache. After this incident I immediately returned the product. Usually I don't write reviews for anything, whether it's good or bad. But if I don't write many users will buy the product unknowingly. So do not go for this product. It is not good in any way. Leave about bass and all. There's is no noise cancellation and poor connectivity issues.
",1,boAt Rockerz 255
"A fine product with genuine features.
","*Writing the review after 1 week of use.Product is good, the brand #Boat you can trust it. Sound is amazing and #Bass for which i was excited is good enough. May be for some of you bass can be a problem but guys for a price of this plus wireless you can't expect more. Also this product is long lasting.  Things i liked about this-1. design2. Bass3. Magnet4. It's  durability
",4,boAt Rockerz 255
"Worst customer service ! Hate it!
","Earphones are fine but the customer service of boat company is worse .buy at ur own risk .No help will be provided and for that i hate this product.if i cud i woudnt evn hav given 1 star.
",1,boAt Rockerz 255
"Good headset with flexible neck band
","The battery lasts approximately 4 hours continuously if it is connected all the time. The sound quality is good. Noise cancellation is good. The neck band is flexible which is exactly what I wanted. I roll the headphones easily to put them in a case. The wire is very flexible and good quality.Overall a good product.
",4,boAt Rockerz 255
"Amazing Headphones
","Comfortable fit n good sound. My device stopped charging abt 4 months after purchase. I followed the online instructions to repair / replace the item as it was under warranty. Must say boat has a very impressive online system which is efficient n responsive. The service centre took some time but i have received my earphones back hence the 5 star rating. All electronic items can malfunction but its the after sales service that really determines the serious ones and from this it appears that boat are here for the long run. Good sound, comfortable fit, great after sales what more could one ask for.
",5,boAt Rockerz 255
"Music lovers read this!! Before buying.
","I used it for the past 10 days.It is really good for watching movies and for phone calls. I love it for that.!It's really bad for music. Not only this all other Bluetooth earphones in this rangeI tried leaf sport 2, leaf collar 2(sounds similar to this one).jbl 110bt (hate it can't tolerate its sound quality for 10 sec).Now i am buying a wired for my music love and gaming lag in bt earphones.If movies and phone calls are ur priority go for it best in this range alternate would be leaf collar 2If music is ur love then try staying with wired ones though it seems old fashion.Honestly guys even 500 rupees wired earphones are better then bt 2k headphones. Even mi basic sounds better while listening music 🎶.
",4,boAt Rockerz 255
"A good product of genuine review
","Quality's: It's a best Bluetooth headphones i used, excellent bass quality, best quality loud ness, nice build quality and awesome product.Battery life comes easily 2days of medium use... Good battery lifeRating: bass 4.7/5, sound loudness 4.8/5, sound quality when hight and low volume 4.6/5, Bluetooth design 4.2/5 ( cable length is little bit long ), water proof 4.5/5 ( i am used this headphones in small rain & not problem i noticed)And final thing is you can trust the brand ""boAt rockerz""
",5,boAt Rockerz 255
"Highly recommended for multitask
","Recommended by my friend avinash as he is using from past 3 months. Now using it from last 2 month happy , satisfied , saving time. By doing simultaneous work by hand as well as by phone
",5,boAt Rockerz 255
"Disappointed
","While the quality is good, sometimes party on the other end of the call are not able to hear us. Also the external noise while is motion is high than our voice. Good for hearing songs but not for handling calls...After 6 months of usage....one side wire got tampered and no connectivity to one side now.....very disappointed.
",1,boAt Rockerz 255
"An SUV ran over the earphones, but still working!
","Let me tell you this, I've used Bose, Beats, Sennheiser, Audio technika, JBL, Skullcandy, boAts and many tens of top and mid level brands. But I'm a fan of boAts for their Price - Satisfaction ratio and used many of their products and never was disappointed.Bought these earphones, I liked the build as soon as I saw them, loved the thumping bass when I tested it with multiple songs, loved the audio clarity too.And then an amazing thing happened.I was wearing them and was riding my motorcycle a bit faster and they blew away. An SUV drove over it. I thought I lost the earphones. But when I put the buds in my ear, songs were still playing as loud, as clear as ever.Button areas were damaged so badly but still, working perfect. I did not find any problem till now. I'm loving it.Perfect value of money.*I wish I could have a replacement*
",5,boAt Rockerz 255
"Go for something else , Spend money more get a good one.
","After using of 1 months :1. Bass is awesome.2. Battery is also good.3. The design is good but the wire is bit lengthy. It feel a little out of the neck.4. The buttons on it are horrible. Sound buttons are good but the middle can do nothing useful. It will pick up the call but u can't disconnect it from there. Also no music forwarding after two click instead it redial the last dialled no. Shitty Configuration.5. Also after a long use , i usually get a bit of headache. Its quite often. So , i use it only when i need to other times, i had to off it.
",3,boAt Rockerz 255
"Don’t Buy..Go for Sony or JBL
","Stopped working in 3 months.Claimed warranty but it takes forever..still haven’t received the replacement as well as no email or SMS or call from Boat.Don’t buy these earphones...spent a little extra and buy Sony or JBL at least their products a good and if any issues they treat their customers better and resolve the issue quickly.I already bought another Bluetooth earphones and I guess I’m gonna wait for 7-8 months for Boat to replace their faulty product.
",1,boAt Rockerz 255
"Best in budget
","It has been a month since I got these earphones and these are my first own Bluetooth earphones. However, I have tried many other earphones and headphones from different brands from my friends like boat, Samsung, sony, Skullcandy, jaybird, house of marley. I finally settled for this one because it's giving more than it's worth when compared to others. These are cheap in cost and rich in sound. Casual music listeners will enjoy this earphones thoroughly.I will list some pros and cons that a casual music lover looks for...Pros :1)Deep boosted bass and balanced music at higher volumes...worth for money2)Good fit, Light weight and flexible neck band with sweat and water resistant... perfect for workout3)Around 6 hours of play time at 80% of full volume and around 1.5 hour for full charge4) multi function buttons and different bud sizesCons....1) little noise at the beginning that fades out as soon as the music starts2) disconnection ( lag in music ) due to displacement of device for the first time only. It gets settled after the first time you move it and stays connected with out any further disruption.
",4,boAt Rockerz 255
"Lasted only 45 days!!
","No problem with design and noise cancellation but it lasted only for 45 days. The right side is stopped working. I have observed that boat product don't last long even though there quality of sound is good. It's a complete loss for me. I should have buy jbl.
",1,boAt Rockerz 255
"Ultimate product at such a cheap rate.
","Awesome product. Works fantastic. Thanks for giving the freebie. Worth the penny.Pros:Good battery lifeSounds qlty is awesome.Easy to pair and disconnect.Cons:Nothing so far.Would recommend to buy this product as its best in this price range.
",5,boAt Rockerz 255
"Lousy headphones
","I primarily use this headset for my daily bike ride to farm which is full of pot holes , trenches and bad roads. When I listen to music I tend to forget these obstacles and focus on my day to day goals. Day one use was okay. However now whenever I plug this with any of my Bluetooth device, I hear screeching sound just like old days mobile network coverage sound. I tried changing my mobile with other however problem continues. Also if you add another 500rs to will get jbl ones better than this boat rocker. Absolutely waste of money.
",1,boAt Rockerz 255
"You're not going to have an enjoyable experience if you really like your music
","The product really messes up the treble. Notes sounds very muffled and some high pitched beats are audible with only very little intensity. The bass is great though, you'll hear very energetic beat drops. The overall music output is still really substandard.
",3,boAt Rockerz 255
"Product Stopped Working in 3 Months Disappointing
","I have purchased the product on 7 Dec 2018 stopped working In Feb 2019, Reported it to boat, as per amazon, after a trial of email, the executive does not answer the call who was supposed to pick the product and drops a text that ""NO I AM NOT COMING"". I am left with faulty headphones now. What am I supposed to do with it.
",1,boAt Rockerz 255
"Good sound quality at a reasonable price
","The sound is average not that good as compared to JBL and some other great brands. The bass is more but treble is less. If u travel on a bike or cycle and wind is blowing at a higher speed then there is lag in Bluetooth connection. Overall good at the price of 999. If you want great quality sound go for JBL or boult or Bose.
",3,boAt Rockerz 255
"Poor quality? I would say so.
","This was a product suggested by many but with my comprehensive use of over two months I can say it's not a good product. The battery life on this thing is highly inconsistent even when I'm listening to music at same volume( It has happened quite a few times that I charge it to a 100 at night but it doesn't last more than an hour ). The second issue I want to point out is the Bluetooth connectivity. This device connected in a blink for a month or so, but then it used to suddenly disconnect from my device. After a month I started facing issues connecting to the device, sometimes ( even with full battery ) the device was not discoverable. As a whole I would not recommend this pair of wireless earphones.
",2,boAt Rockerz 255
"Value for Quality of the Headphone but not for the Sound Quality
","Hi all,This headphone I have purchased to replace my 'JBL T160 in-Ear Headphones with Mic' headphone with lot of expectations from the Boat. But the sound quality of 'JBL T160 in-Ear Headphones with Mic is much better than the Boat.But the physical quality of Boat is awesome. If u are looking for the best sound quality please dont go for it and if u are looking for the physical quality, Boat is the best under Rs.1,500/-Headphone Quality - ****Sound Quality - **Base - **Battery durability - *** (5Hrs)Value for money - ***Over All I can give THREE STARS for this product
",2,boAt Rockerz 255
"Happy Purchasing!
","Received the package on 7th May.It's been 4 days since use.Pros:•Instant Connectivity (switch it on & it's connected),•appreciable Noise-cancellation (can cut all bad vibes around you),•all about Bass <plug into Nirvana>•6-7 hrs assured Play Time (it's ok if you forget about charging),•Easy to use (In-line controls on your commands), Comfortable to ears (go on for hours),•Hardy design & Lighweight.Cons:•Range might be a little bit problem.(=<7ft)•Packaging could be a lot better....Anyways! It's all good at 999/- only.(I mean right now, the price is 1,499/-)Hope my earphone works the same in future too!
",4,boAt Rockerz 255
"After 10 days rough use
","10 days after replacement ..Build quality 3/4* (ok quality but not look premium)Sound quality 4/5* (great not deep bass but good enough to enjoy your songs)Battery 3.5/5* (3 to 4 hrs on playback , enough for a normal day use ) (on Standby great backup)Noice cancelation 4/5* (no one can easily disturb you)Durability 3.4/5* (very rough using but didn't found any sign of damage let see how long)Comfortable in 👂 ear with hook 2.5/5* (painful) 3/5* without hook
",4,boAt Rockerz 255
"Highly recommended and worth for money
","Head phone is really nice to use.. Writing a review after using it for a week.. Sound quality is good. Very easy to use.. Call quality is also nice. I'm using it for taking long calls and listening music..  It fulfil the purpose. Battery life is good and easy to charge.. This product is good for those who look for good blue tooth headset with decent cost.  No cons as such.. Even the ear bud n model is good to use..
",5,boAt Rockerz 255
"Poor battery and noise cancellation
","First impression is good. Sound quality is good. But the grip to hold earphones around your neck is quite light. Sometimes it gets fly away when you are driving. Battery life is good but after using it for 9 days i felt that when the battery is 60% and suddenly it gets down to 20 so fast and recently i was at 60% and suddenly the earphones gets off. After i got replacement, the new product seems to work very nice regarding the battery life but the noise cancellation was damn bad like you can't listen to the music while driving because the noise of the wind is too loud you cant even talk.. and hence i had to return the product..
",2,boAt Rockerz 255
"Good price,good sound quality, Only build flaws
","Hi,Good sound quality at this price range.  I am using it just recently and has already noticed that build is not so good,  one of the biggest flaws actually. Second problem I faced is that the wire is too long,  hence lookwise it looks bit shabby and also it keeps calling from the ear.  Here again the earbuds design not so good to add it to the easily falling off from the ear. Who likes it!  Apart from this boat always provides satisfactory listening experience at cheaper rates. I would love to see it working even after one year even after so many build flaws,  after all if the product is rough and tough at affordable rates,  all this flaws can be ignored.Thanks!
",3,boAt Rockerz 255
"Don't get influenced by the celebrity ads
","Absolutely poor quality sound, very low volume, lousy bass. I would have even ignored the sound but for the fact that the earphones just don't fit properly. Even with all the options given. These are only suitable for walking at a leisurely pace for those who are on a very tight budget. NOT recommended for running or jogging as the earbuds will keep popping out. I  returned the originals once thinking I had a defective piece but the replacement too had the same issue. Spend a little more and buy something better.
",1,boAt Rockerz 255
"Not a long lasting product
","When we Purchased it in April'2019. Used it for Two months now.....initially the bluetooth convenience in connecting two phone and sound quality made us happy......... but just in two months the volume has become very low... the sound quality has deteriorated ..... so we are  not satisfied . will not suggest anyone else to go for this product.
",2,boAt Rockerz 255
"good while it lasted....
","Was good while it lasted.... three months down the line, one side earphones stopped working (no physical damage or misuse)... now I am trying to contact BOAT customer support for a replacement under warranty, but the support page on their website just does not load/exist...! Will update if and when I can get through to them...
",4,boAt Rockerz 255
"Nice product, great sound.
","I bought this product in sale, so got it in very affordable prices.my first impression towards the wireless earphones are not so good, as it comes with some constraints in which battery issue is one of the major.but after purchasing this product my perception is completely change, this earphone has a very nice battery backup, I have used this earphones since last couple of months but still I have not facing any issue for use this product. also has a very nice build and durable quality.I recommend to all who wants to buy wireless earphone in affordable price.
",4,boAt Rockerz 255
"Best wireless headphone
","I like the build quality of this product and the battery life is awesome and while doing workout comfortness is good but I felt sound quality is not upto the mark while comparing out boat with wire  headsets like 225 only thing is the Boss is not that much good other than that awesome awesome product I got a good deal
",5,boAt Rockerz 255
"DONT BUY CHECK MY REVIEW
","PROS-I GOT FOR JUDT 1K ON SALEBASS IS GOODFOR PRICE OVERALL SOUND QUALITY IS DECENTCON-AT FRIST BATTERY LIFE IS GOOD AFTER USING FOR FEW WEEKS BATTERY LIFE STARTED DRAININGIT AS SEVERAL CONNECTIVITY ISSUES SOMETIMES IT DISCONNECTS AUTOMATICALLYAT MAX VOLUME SOUND WILL START DISTRACTINGCOMES WITH LONG WIRES WHICH LOOKS WEIRDDONT BUY THESE WIRELESS EARPHONE MORE THAN 1K
",2,boAt Rockerz 255
"Bluetooth quality not at all good & very less battery storage
","Purchased two Earphones, out of which one works good, however the second one has very bad battery storage (Drains out within 1 hr play, secondly the Blue tooth quality is not good, gets disconnected frequently from mobile phones.  I would  to better go for an better quality(expensive) earphone.
",1,boAt Rockerz 255
"Mediocre, avoid buying these.
","Headphones have servere connectivity issues  I use the Redmi note 4, the rockerz start having disturbance and voice starts breaking as soon as I keep my phone inside the pocket. Returned the product once 2nd one also had the same issue.Way of keeping them on the neck  with magnet is great.The noise cancellation is pretty good but at the same time is dangerous, it blocks out traffic noise totally.Audio is average, artificial bass dominates everything. Audio quality lacks basic details.Call quality was decent till the time there was no Bluetooth connection issues.Switched to tagg inferno, audio quality is much much better, connectivity problems are close to absent.
",2,boAt Rockerz 255
"Nice & clear sound; great bass and decent price!
","These are a decent pair of earphones at the given price. I have earlier used the Skullcandy and the JBL earphones and compared them, this is not a disappointment at all.The sound quality, clarity and bass are quite good. The quality of voice, when using for phone calls, is pretty nice too.The battery lasts for little more than six hours on continuous use after a single charge.I would highly recommend these earphones.
",5,boAt Rockerz 255
"Best in the price segment
","I am using it for quite a time now & i have to say it's the best one in this price segment. Sound Quality is outstanding with High Bass, it doesn't get wet even when i sweat a lot by running while wearing it. The noise cancellation could have been a little bit better, when on call the other person keeps telling me that background noises keeps on coming. Battery backup is awesome also, it remained on 100% even after playing videos & songs constantly for 3hrs. To sum it up, i have to say it is the best Bluetooth headset under 1500. You should really go for it.
",5,boAt Rockerz 255
"So nice and budget friendly
","Actually I used it almost for 3 months where I feel it's better Time to reviewBattery back is awesome as mentionedBass is superSound quality is goodNoise cancellation is goodIt's also can be wearable when jogging or at the time of exercise there is no tension of falling from ears which I feel so betterFor these reasons I'm so satisfied with the product and costI bought it for Rs 1500/-
",5,boAt Rockerz 255
"Good bass, best for music. Refrain making calls, intermediate battery life
","The bass is amazing. It's good for listening to music. Fit may vary, I have issues with left ear fit. The mic does not cancel background noise, it's a nightmare for person on other side of the call. The battery life is short.
",3,boAt Rockerz 255
"Recommend to try this product
","I've bought this product. For the music lovers it is really 👌. It has good noice cancellation and the mic works great but the only drawback is that the music doesn't stops even though the ear buds are connected with their magents inbuoit in it. Apart from it the bass, noice cancellation, mic and the battery🔋 backup everything is good and it is affordable price.
",4,boAt Rockerz 255
"Battery Life issue
","Using this headphones from 5-6 days and found below issues.1. Battery life is too poor, while using it shows 100% battery but while using battery drained out in 15-20 minutes2. Automatically disconnection of headphone while connected with phone.3. Ears are paining while using the headphones 1 hour or so.4. Battery discharge very quickly.5. While plugin to charge when its 0%, it started showing 100% charged in 15 minutes, that's a CRAP.I have now returned the product back to the seller and call for a replacement. So, its better to be move towards SONY, JBL or Sennheiser Headphones.
",2,boAt Rockerz 255
"Value for money
","I m writing this review after 1 month of usage. Product is no doubt a value for money, quality of material is decent, battery life is around 6-8 hours. I mostly use it for office calls n response is absolutely marvelous. Earplug wires r pretty long comparative to other neck bands. Bass is good and overall a must buy in this range.
",5,boAt Rockerz 255
